Id	Unit	Qtype	Qpart	Qnum	Qlet	Prompt2	R1	R2	R3	Subtag	Orig_Prompt2	Orig_R1	Orig_R2
569	5	SUB	3	16		Tochter	Ihrer						
570	5	SUB	3	16		Sohnes	Ihres						
571	5	SUB	3	16		Tante	Ihrer						
572	5	SUB	3	16		Mutter	Ihrer						
573	5	SUB	3	16		Mannes	Ihres						
574	5	SUB	3	16		Bekannten	Ihres						
575	5	SUB	3	16		Frau	Ihrer						
576	5	SUB	3	17		Hotels	unseres						
577	5	SUB	3	17		Tante	unserer						
578	5	SUB	3	17		Konsulats	unseres			n			
579	5	SUB	3	17		Botschaft	unserer			f			
580	5	SUB	3	17		Schwester	unserer						
581	5	SUB	3	17		Eltern	unserer						
582	5	SUB	3	17		Konsuls	unseres						
583	5	SUB	3	17		Bank	unserer			f			
584	5	SUB	3	17		Sohnes	unseres						
585	5	SUB	3	17		Kollegen	unseres						
586	5	SUB	3	18		mein- Mutter	meiner Mutter						
587	5	SUB	3	18		unser- Tochter	unserer Tochter						
588	5	SUB	3	18		sein- Schwester	seiner Schwester						
589	5	SUB	3	18		mein- Sohnes	meines Sohnes						
590	5	SUB	3	18		unser- Tante	unserer Tante						
591	5	SUB	3	18		sein- Bruders	seines Bruders						
592	5	SUB	3	18		ihr- Vaters	ihres Vaters						
593	5	SUB	3	18		ein- Bekannten	eines Bekannten						
594	5	SUB	3	18		ihr- Eltern	ihrer Eltern						
595	5	SUB	3	18		mein- Kollegen	meines Kollegen						
596	5	SUB	3	19		Ihr- Kollegen	Ihrer Kollegen						
597	5	SUB	3	19		mein- Söhne	meiner Söhne						
598	5	SUB	3	19		sein- Eltern	seiner Eltern						
599	5	SUB	3	19		unser- Schwestern	unserer Schwestern						
600	5	SUB	3	19		mein- Töchter	meiner Töchter						
601	5	SUB	3	19		unser- Diplomaten	unserer Diplomaten						
602	5	SUB	3	20	a	Bleistifte	einer der						
603	5	SUB	3	20	a	Stadtpläne	einer der						
604	5	SUB	3	20	a	Söhne	einer der						
605	5	SUB	3	20	a	Parkplätze	einer der						
606	5	SUB	3	20	a	Brüder	einer der			pl			
607	5	SUB	3	20	a	Autobusse	einer der			pl			
608	5	SUB	3	20	a	Geschäftsbriefe	einer der						
609	5	SUB	3	20	b	Hotels	eins der						
610	5	SUB	3	20	b	Theater	eins der						
611	5	SUB	3	20	b	Museen	eins der						
612	5	SUB	3	20	b	Konsulate	eins der			n			
613	5	SUB	3	20	b	Etagenhäuser	eins der						
614	5	SUB	3	20	c	Mäuse	eine der				Schreibmaschinen		
615	5	SUB	3	20	c	Schwestern	eine der						
616	5	SUB	3	20	c	Wohnungen	eine der						
617	5	SUB	3	20	c	Türen	eine der						
618	5	SUB	3	20	c	Bibliotheken	eine der			f			
619	5	SUB	3	20	c	Sekretärinnen	eine der						
620	5	SUB	3	21	a	Füller	einen der						
621	5	SUB	3	21	a	Bleistifte	einen der						
622	5	SUB	3	21	a	Stadtpläne	einen der						
623	5	SUB	3	21	a	Koffer	einen der						
624	5	SUB	3	21	a	Papierkörbe	einen der						
625	5	SUB	3	21	a	Fragebogen	einen der						
626	5	SUB	3	21	b	Gläser	eins der						
627	5	SUB	3	21	b	Autos	eins der			pl			
628	5	SUB	3	21	b	Formulare	eins der						
629	5	SUB	3	21	b	Häuser	eins der						
630	5	SUB	3	21	b	Bücher	eins der			pl			
631	5	SUB	3	21	c	Zeitungen	eine der						
632	5	SUB	3	21	c	Pfeifen	eine der						
633	5	SUB	3	21	c	Adressen	eine der			f			
634	5	SUB	3	21	c	Mäuse	eine der				Schreibmaschinen		
635	5	SUB	3	21	c	Briefmarken	eine der			f			
636	5	SUB	3	22		Meine Frau	Meine Frau	ihrer	leiht sich				
637	5	SUB	3	22		Unser Kollege	Unser Kollege	seiner	leiht sich				
638	5	SUB	3	22		Frau Müller	Frau Müller	ihrer	leiht sich				
639	5	SUB	3	22		Er	Er	seiner	leiht sich				
640	5	SUB	3	22		Seine Frau	Seine Frau	ihrer	leiht sich				
641	5	SUB	3	22		Ihr Mann	Ihr Mann	seiner	leiht sich				
642	5	SUB	3	22		Wir	Wir	unserer	leihen uns				
643	5	SUB	3	22		Herr Schneider	Herr Schneider	seiner	leiht sich				
3062	5	SUB	3	23		Wir	Wir	können	uns				
3063	5	SUB	3	23		Seine Töchter	Seine Töchter	können	sich				
3064	5	SUB	3	23		Ihre Schwester	Ihre Schwester	kann	sich				
3065	5	SUB	3	23		Ich	Ich	kann	mich				
3066	5	SUB	3	23		Unser Vater	Unser Vater	kann	sich				
3067	5	SUB	3	23		Ihr Mann	Ihr Mann	kann	sich				
3068	5	SUB	3	23		Er	Er	kann	sich				
644	6	SUB	1	1	a	Wagen	der neue						
645	6	SUB	1	1	a	Ober	der neue						
646	6	SUB	1	1	a	Kollege	der neue						
647	6	SUB	1	1	a	Konsul	der neue						
648	6	SUB	1	1	a	Apparat	der neue			m			
649	6	SUB	1	1	a	Füller	der neue						
650	6	SUB	1	1	b	Büro	das neue			n			
651	6	SUB	1	1	b	Telefon	das neue				Telephon		
652	6	SUB	1	1	b	Generalkonsulat	das neue			n			
653	6	SUB	1	1	b	Haus	das neue						
654	6	SUB	1	1	b	Geschäft	das neue						
655	6	SUB	1	1	c	Abteilung	die neue			f			
656	6	SUB	1	1	c	Nummer	die neue						
657	6	SUB	1	1	c	Wohnung	die neue						
658	6	SUB	1	1	c	Adresse	die neue			f			
659	6	SUB	1	1	c	Sekretärin	die neue						
660	6	SUB	1	2	a	Portier	den alten						
661	6	SUB	1	2	a	Beamten	den alten						
662	6	SUB	1	2	a	Schriftsteller	den alten						
663	6	SUB	1	2	a	Polizisten	den alten						
664	6	SUB	1	2	a	Herrn Becker	den alten						
665	6	SUB	1	2	a	Markt	den alten						
666	6	SUB	1	2	a	Park	den alten						
667	6	SUB	1	2	b	Theater	das alte						
668	6	SUB	1	2	b	Haus	das alte						
669	6	SUB	1	2	b	Schloss	das alte						
670	6	SUB	1	2	b	Museum	das alte						
671	6	SUB	1	2	b	Hotel	das alte						
672	6	SUB	1	2	c	Universität	die alte						
673	6	SUB	1	2	c	Dame	die alte			f			
674	6	SUB	1	2	c	Bibliothek	die alte			f			
675	6	SUB	1	2	c	Stadt	die alte						
676	6	SUB	1	2	c	Frau	die alte						
677	6	SUB	1	3	a	Bahnhof	dem alten			m			
678	6	SUB	1	3	a	Flughafen	dem alten						
679	6	SUB	1	3	a	Parkplatz	dem alten						
680	6	SUB	1	3	a	Ratskeller	dem alten						
681	6	SUB	1	3	b	Hotel	dem alten						
682	6	SUB	1	3	b	Büro	dem alten			n			
683	6	SUB	1	3	b	Theater	dem alten						
684	6	SUB	1	3	b	Museum	dem alten						
685	6	SUB	1	3	c	Rathaus	dem alten						
686	6	SUB	1	3	c	Universität	der alten						
687	6	SUB	1	3	c	Botschaft	der alten			f			
688	6	SUB	1	3	c	Bibliothek	der alten			f			
689	6	SUB	1	3	c	Bank	der alten			f			
690	6	SUB	1	4	a	Bleistift	ein guter			m			
691	6	SUB	1	4	a	Füller	ein guter						
692	6	SUB	1	4	a	Koffer	ein guter						
693	6	SUB	1	4	a	Roman	ein guter						
694	6	SUB	1	4	a	Parkplatz	ein guter						
695	6	SUB	1	4	a	Wein	ein guter						
696	6	SUB	1	4	b	Buch	ein gutes			m			
697	6	SUB	1	4	b	Theater	ein gutes						
698	6	SUB	1	4	b	Restaurant	ein gutes						
699	6	SUB	1	4	b	Café	ein gutes			n			
700	6	SUB	1	4	b	Geschäft	ein gutes						
701	6	SUB	1	4	c	Universität	eine gute						
702	6	SUB	1	4	c	Bibliothek	eine gute			f			
703	6	SUB	1	4	c	Maus	eine gute				Schreibmaschine		
704	6	SUB	1	4	c	Zigarre	eine gute						
705	6	SUB	1	4	c	Zeitung	eine gute						
706	6	SUB	1	5	a	Wagen	einen guten						
707	6	SUB	1	5	a	Füller	einen guten						
708	6	SUB	1	5	a	Roman	einen guten						
709	6	SUB	1	5	a	Wein	einen guten						
710	6	SUB	1	5	a	Bleistift	einen guten			m			
711	6	SUB	1	5	a	Stadtplan	einen guten						
712	6	SUB	1	5	b	Buch	ein gutes			m			
713	6	SUB	1	5	b	Hotel	ein gutes						
714	6	SUB	1	5	b	Auto	ein gutes			n			
715	6	SUB	1	5	b	Café	ein gutes			n			
716	6	SUB	1	5	b	Restaurant	ein gutes						
717	6	SUB	1	5	c	Zeitung	eine gute						
718	6	SUB	1	5	c	Universität	eine gute						
719	6	SUB	1	5	c	Bibliothek	eine gute			f			
720	6	SUB	1	5	c	Sekretärin	eine gute						
721	6	SUB	1	5	c	Maus	eine gute				Schreibmaschine		
722	6	SUB	1	6	a	Bekannten	eines alten						
723	6	SUB	1	6	a	Kollegen	eines alten						
724	6	SUB	1	6	a	Schriftstellers	eines alten						
725	6	SUB	1	6	a	Beamten	eines alten						
726	6	SUB	1	6	a	Diplomaten	eines alten			m			
727	6	SUB	1	6	a	Konsuls	eines alten						
728	6	SUB	1	6	b	Dame	einer alten			f			
729	6	SUB	1	6	b	Amerikanerin	einer alten			f			
730	6	SUB	1	6	b	Tante	einer alten						
731	6	SUB	1	6	b	Universität	einer alten						
732	6	SUB	1	6	b	Sekretärin	einer alten						
733	6	SUB	1	7	a	Geschäfts; ein- gut-	eines guten Geschäfts						
734	6	SUB	1	7	a	Hotels; ein- gut-	eines guten Hotels						
735	6	SUB	1	7	a	Restaurants; ein- gut-	eines guten Restaurants						
736	6	SUB	1	7	a	Cafés; ein- gut-	eines guten Cafés			n			
737	6	SUB	2	8		alt-	alt						
738	6	SUB	2	8		kaputt-	kaputt						
739	6	SUB	2	8		schön-	schön						
740	6	SUB	2	8		groß-	groß				gross-	gross	
741	6	SUB	2	8		neu-	neu						
742	6	SUB	2	8		gut-	gut						
743	6	SUB	2	9		gut-	gut						
744	6	SUB	2	9		genau-	genau						
745	6	SUB	2	9		neu-	neu						
746	6	SUB	2	9		wichtig-	wichtig						
747	6	SUB	2	9		besser-	besser						
748	6	SUB	2	9		dringend-	dringend						
749	6	SUB	2	10		neu-	neu						
750	6	SUB	2	10		besser-	besser						
751	6	SUB	2	10		gut-	gut						
752	6	SUB	2	10		alt-	alt						
753	6	SUB	2	10		wichtig-	wichtig						
3069	6	SUB	2	11		ich	mir						
3070	6	SUB	2	11		wir	uns						
3071	6	SUB	2	11		er	ihm						
3072	6	SUB	2	11		sie (pl)	ihnen						
3073	6	SUB	2	11		sie (sg)	ihr						
3074	6	SUB	2	11		Sie	Ihnen						
3075	6	SUB	2	11		d- Diplomat	dem Diplomaten						
3332	6	SUB	2	11		mein- Tante	meiner Tante						
3076	6	SUB	2	11		sein- Eltern	seinen Eltern						
3077	6	SUB	2	11		ihr- Bruder	ihrem Bruder						
3078	6	SUB	2	11		unser- Schwester	unserer Schwester						
3079	6	SUB	2	11		mein- Sekretärin	meiner Sekretärin						
3080	6	SUB	2	12		Wir	Wir haben unsere	uns					
3081	6	SUB	2	12		Herr Müller	Herr Müller hat seine	sich					
3082	6	SUB	2	12		Meine Frau	Meine Frau hat ihre	sich					
3083	6	SUB	2	12		Sie (3pl)	Sie haben ihre	sich					
3084	6	SUB	2	12		Ihr Mann	Ihr Mann hat seine	sich					
3085	6	SUB	2	12		Frau König	Frau König hat ihre	sich			Fräulein König	Fräulein König hat ihre	
3086	6	SUB	2	12		Sie (sg)	Sie hat ihre	sich					
754	6	SUB	2	13		Füller; alt-	alten Füller						
755	6	SUB	2	13		Konsuln; amerikanisch-	amerikanischen Konsuln						
756	6	SUB	2	13		Bücher; französisch-	französischen Bücher			pl			
757	6	SUB	2	13		Zigaretten; deutsch-	deutschen Zigaretten						
758	6	SUB	2	13		Zeitungen; alt-	alten Zeitungen						
759	6	SUB	2	13		Nummern; wichtig-	wichtigen Nummern						
760	6	SUB	2	13		Bleistifte; neu-	neuen Bleistifte						
761	6	SUB	2	13		Geschäfte; schön-	schönen Geschäfte						
762	6	SUB	2	14		Autos; sein- groß- neu-	seine großen neuen Autos			pl	Autos; sein- gross- neu-	seine grossen neuen Autos	
763	6	SUB	2	14		Restaurants; unser- schön- alt-	unsere schönen alten Restaurants						
764	6	SUB	2	14		Füller; mein- alt- kaputt-	meine alten kaputten Füller						
765	6	SUB	2	14		Bücher; ihr- neu- französisch-	ihre neuen französischen Bücher			pl			
766	6	SUB	2	14		Wagen; unser- groß- amerikanisch-	unsere großen amerikanischen Wagen				Wagen; unser- gross- amerikanisch-	unsere grossen amerikanischen Wagen	
767	6	SUB	2	14		Romane; ihr- schön- deutsch-	ihre schönen deutschen Romane						
768	6	SUB	2	15		Vizekonsuln; d- neu-	den neuen Vizekonsuln						
769	6	SUB	2	15		Schriftstellern; d- französisch-	den französischen Schriftstellern						
770	6	SUB	2	15		Amerikanern; d- nett-	den netten Amerikanern			pl			
771	6	SUB	2	15		Beamten (pl.); d- wichtig-	den wichtigen Beamten			pl			
772	6	SUB	2	15		Deutschen (pl.); d- alt-	den alten Deutschen			pl			
773	6	SUB	2	15		Sekretärinnen; d- nett-	den netten Sekretärinnen						
774	6	SUB	2	15		Kollegen (pl.); d- amerikanisch-	den amerikanischen Kollegen						
775	6	SUB	2	15		Diplomaten (pl.); d- deutsch-	den deutschen Diplomaten						
776	6	SUB	2	16		Kino; d- neu- groß-	das neue große Kino				Kino; d- neu- gross-	das neue grosse Kino	
777	6	SUB	2	16		Zeitung; d- alt- deutsch-	die alte deutsche Zeitung						
778	6	SUB	2	16		Konsul; d- neu- amerikanisch-	der neue amerikanische Konsul						
779	6	SUB	2	16		Universität; d- berühmt- alt-	die berühmte alte Universität						
780	6	SUB	2	16		Hotel; d- groß- neu-	das große neue Hotel				Hotel; d- gross- neu-	das grosse neue Hotel	
781	6	SUB	2	16		Rathaus; d- berühmt- alt-	das berühmte alte Rathaus						
782	6	SUB	2	16		Handy; d- kaputt- alt-	das kaputte alte Handy				Schreibmaschine; d- kaputt- alt-	die kaputte alte Schreibmaschine	
783	6	SUB	2	16		Herr; d- nett- alt-	der nette alte Herr						
784	6	SUB	2	17		Zigarren; gut- deutsch-	guten deutschen Zigarren						
785	6	SUB	2	17		Bücher; schön- alt-	schönen alten Bücher			pl			
786	6	SUB	2	17		Zeitungen; neu- amerikanisch-	neuen amerikanischen Zeitungen						
787	6	SUB	2	17		Weine; gut- französisch-	guten französischen Weine						
788	6	SUB	2	17		Computer; neu- gut-	neuen guten Computer				Schreibmaschinen; neu- gut-	neuen guten Schreibmaschinen	
789	6	SUB	2	17		Briefmarken; berühmt- alt-	berühmten alten Briefmarken			pl			
790	6	SUB	2	18		Cafés; unser- nett- deutsch-	unsere netten deutschen Cafés			pl			
791	6	SUB	2	18		Romane; kein- alt- französisch-	keine alten französischen Romane						
792	6	SUB	2	18		Schlösser; unser- berühmt- alt-	unsere berühmten alten Schlösser						
793	6	SUB	2	18		Abteilungen; ihr- neu- groß-	ihre neuen großen Abteilungen			pl	Abteilungen; ihr- neu- gross-	ihre neuen grossen Abteilungen	
794	6	SUB	2	18		Geschäfte; sein- schön- groß-	seine schönen großen Geschäfte				Geschäfte; sein- schön- gross-	seine schönen grossen Geschäfte	
795	6	SUB	2	18		Fragebogen; unser- wichtig- neu-	unsere wichtigen neuen Fragebogen						
796	6	SUB	2	18		Wohnungen; ihr- nett- neu-	ihre netten neuen Wohnungen						
797	6	SUB	2	18		Geschäftsbriefe; unser- umständlich- deutsch-	unsere umständlichen deutschen Geschäftsbriefe						
798	6	SUB	2	19		Hotel; unser- alt- deutsch-	unser altes deutsches Hotel						
799	6	SUB	2	19		Schriftsteller; ein- wichtig- amerikanisch-	ein wichtiger amerikanischer Schriftsteller						
800	6	SUB	2	19		Handy; ihr- schön- neu-	ihr schönes neues Handy				Schreibmaschine; ihr- schön- neu-	ihre schöne neue Schreibmaschine	
801	6	SUB	2	19		Universität; unser- berühmt- alt-	unsere berühmte alte Universität						
802	6	SUB	2	19		Füller; sein- alt- kaputt-	sein alter kaputter Füller						
803	6	SUB	2	19		Wohnung; unser- groß- alt-	unsere große alte Wohnung				Wohnung; unser- gross- alt-	unsere grosse alte Wohnung	
804	6	SUB	2	19		Sekretärin; ihr- nett- neu-	ihre nette neue Sekretärin						
805	6	SUB	2	19		Roman; sein- gut- neu-	sein guter neuer Roman						
806	6	SUB	2	19		Zeitung; ein- neu- französisch-	eine neue französische Zeitung						
807	6	SUB	2	20		Wagen; ein- neu- deutsch-	einen neuen deutschen Wagen						
808	6	SUB	2	20		Wohnung; ein- schön- groß-	eine schöne große Wohnung				Wohnung; ein- schön- gross-	eine schöne grosse Wohnung	
809	6	SUB	2	20		Telefon; ein- alt- kaputt-	ein altes kaputtes Telefon				Telephon; ein- alt- kaputt-	ein altes kaputtes Telephon	
810	6	SUB	2	20		Spülmaschine; ein- gut- deutsch-	eine gute deutsche Spülmaschine				Schreibmaschine; ein- gut- deutsch-	eine gute deutsche Schreibmaschine	
811	6	SUB	2	20		Namen; ein- schön- französisch-	einen schönen französischen Namen						
812	6	SUB	2	20		Büro; ein- groß- neu-	ein großes neues Büro			n	Büro; ein- gross- neu-	ein grosses neues Büro	
813	6	SUB	2	20		Sekrertärin; ein- nett- alt-	eine nette alte Sekretärin						
814	6	SUB	2	20		Füller; ein- neu- amerikansich-	einen neuen amerikanischen Füller						
815	6	SUB	2	20		Kollegen; ein- nett- amerikanisch-	einen netten amerikanischen Kollegen						
816	6	SUB	2	21		Füller; ein- der kaputt-	einen der kaputten Füller						
817	6	SUB	2	21		Zeitungen; ein- der französisch-	eine der französischen Zeitungen						
818	6	SUB	2	21		Fragebogen; ein- der neu-	einen der neuen Fragebogen						
819	6	SUB	2	21		Romane; ein- der deutsch-	einen der deutschen Romane						
820	6	SUB	2	21		Büros; ein- der neu-	eins der neuen Büros			n			
821	6	SUB	2	21		Briefmarken; ein- der amerikanisch-	eine der amerikanischen Briefmarken			f			
822	6	SUB	2	21		Etagenhäuser; ein- der groß-	eins der großen Etagenhäuser				Etagenhäuser; ein- der gross-	eins der grossen Etagenhäuser	
823	6	SUB	2	21		Wagen; ein- der alt-	einen der alten Wagen						
824	6	SUB	2	22		Hotel; ein- groß- neu-	einem großen neuen Hotel				Hotel; ein- gross- neu-	einem grossen neuen Hotel	
825	6	SUB	2	22		Stadt; ein- schön- französisch-	einer schönen französischen Stadt						
826	6	SUB	2	22		Etagenhaus; ein- groß- amerikanisch-	einem großen amerikanischen Etagenhaus				Etagenhaus; ein- gross- amerikanisch-	einem grossen amerikanischen Etagenhaus	
827	6	SUB	2	22		Park; ein- schön- alt-	einem schönen alten Park						
828	6	SUB	2	22		Haus; ein- nett- detusch-	einem netten deutschen Haus						
829	6	SUB	2	22		Wohnung; ein- groß- neu-	einer großen neuen Wohnung				Wohnung; ein- gross- neu-	einer grossen neuen Wohnung	
830	6	SUB	2	22		Neubau; ein- schön- groß-	einem schönen großen Neubau				Neubau; ein- schön- gross-	einem schönen grossen Neubau	
831	6	SUB	2	23		Sekretärinnen; ein- sein- neu-	eine seiner neuen Sekretärinnen						
832	6	SUB	2	23		Schriftsteller; ein- unser- deutsch-	einen unserer deutschen Schriftsteller						
833	6	SUB	2	23		Formulare; ein- Ihr- neu-	eins Ihrer neuen Formulare						
834	6	SUB	2	23		Konferenzen; ein- unser- dringend-	eine unserer dringenden Konferenzen						
835	6	SUB	2	23		Vizekonsuln; ein- unser- amerikanisch-	einen unserer amerikanischen Vizekonsuln						
836	6	SUB	2	23		Einfuhrbestimmungen; ein- Ihr- neu-	eine Ihrer neuen Einfuhrbestimmungen						
837	6	SUB	2	23		Briefe; ein- sein- wichtig-	einen seiner wichtigen Briefe			m			
838	6	SUB	2	23		Geschäfte; ein- ihr- deutsch-	eins ihrer deutschen Geschäfte						
839	6	CONV		1		Convert underlined noun(s) to plural.	Hier sind die schönen Parks.						
840	6	CONV		2		Convert underlined noun(s) to plural.	Wo sind meine neuen Bleistifte?						
841	6	CONV		3		Convert underlined noun(s) to plural.	Hier wohnen unsere guten Bekannten.						
842	6	CONV		4		Convert underlined noun(s) to plural.	Er kennt die französischen Romane.						
843	6	CONV		5		Convert underlined noun(s) to plural.	Sie liest die amerikanischen Zeitungen.						
844	6	CONV		6		Convert underlined noun(s) to plural.	Ihre netten Verwandten besuchen uns heute.						
845	6	CONV		7		Convert underlined noun(s) to plural.	Wie gefallen Ihnen die großen Wohnungen?					Wie gefallen Ihnen die grossen Wohnungen?	
846	6	CONV		8		Convert underlined noun(s) to plural.	Hier sind keine deutschen Beamten.						
847	6	CONV		9		Convert underlined noun(s) to plural.	Diese schönen Koffer gehören mir nicht.						
848	6	CONV		10		Convert underlined noun(s) to plural.	Hier gibt es keine großen Parkplätze.					Hier gibt es keine grossen Parkplätze.	
849	6	CONV		11		Convert underlined noun(s) to plural.	Meine amerikanischen Kollegen sind Vizekonsuln.						
850	6	CONV		12		Convert underlined noun(s) to plural.	Er spricht mit den Sekretärinnen der neuen Abteilungen.						
851	6	CONV		13		Convert underlined noun(s) to plural.	Wollen Sie das nicht den netten Amerikanerinnen zeigen?						
852	6	CONV		14		Convert underlined noun(s) to plural.	Hier sind die neuen Mäuse meiner Schwestern.					Hier sind die neuen Schreibmaschinen meiner Schwestern.	
853	6	CONV		15		Convert underlined noun(s) to plural.	Kennen Sie die netten Bücher dieser Schriftsteller?						
854	6	CONV		16		Convert underlined noun(s) to plural.	Ich kann mit diesen kaputten Füllern nicht schreiben.						
855	6	CONV		17		Convert underlined noun(s) to plural.	Sind das die neuen Pfennige?						
856	7	SUB	1	1		Wein; deutsch-	deutscher Wein						
857	7	SUB	1	1		Wein; französisch-	französischer Wein						
858	7	SUB	1	1		Wein; amerikanisch-	amerikanischer Wein						
859	7	SUB	1	1		Wein; gut-	guter Wein						
860	7	SUB	1	2		Kaffee; gut-	guter Kaffee						
861	7	SUB	1	2		Bier; gut-	gutes Bier			n			
862	7	SUB	1	2		Tee; gut-	guter Tee						
863	7	SUB	1	2		Briefpapier; gut-	gutes Briefpapier			n			
864	7	SUB	1	2		Wäsche; gut-	gute Wäsche						
865	7	SUB	1	2		Tabak; gut-	guter Tabak						
866	7	SUB	1	2		Wein; gut-	guter Wein						
867	7	SUB	1	3		viel- neu-	viele neue						
868	7	SUB	1	3		viel- klein-	viele kleine						
869	7	SUB	1	3		viel- schön-	viele schöne						
870	7	SUB	1	3		viel- alt-	viele alte						
871	7	SUB	1	3		viel- groß-	viele große				viel- gross-	viele grosse	
872	7	SUB	1	3		viel- ander-	viele andere						
873	7	SUB	1	4		Bücher; gut- deutsch-	gute deutsche Bücher			pl			
874	7	SUB	1	4		Romane; gut- deutsch-	gute deutsche Romane						
875	7	SUB	1	4		Bilder; gut- deutsch-	gute deutsche Bilder			pl			
876	7	SUB	1	4		Zigarren; gut- deutsch-	gute deutsche Zigarren						
877	7	SUB	1	4		Teppiche; gut- deutsch-	gute deutsche Teppiche						
878	7	SUB	1	4		Zeitungen; gut- deutsch-	gute deutsche Zeitungen						
879	7	SUB	1	5		Bilder; einig- ander-	einige andere Bilder			pl			
880	7	SUB	1	5		Romane; einig- ander-	einige andere Romane						
881	7	SUB	1	5		Stühle; einig- ander-	einige andere Stühle						
882	7	SUB	1	5		Möbel; einig- ander-	einige andere Möbel						
883	7	SUB	1	5		Bücher; einig- ander-	einige andere Bücher			pl			
884	7	SUB	1	5		Zeitungen; einig- ander-	einige andere Zeitungen						
885	7	SUB	1	6		Wein; gut-	guten Wein						
886	7	SUB	1	6		Briefpapier; gut-	gutes Briefpapier			n			
887	7	SUB	1	6		Tabak; gut-	guten Tabak						
888	7	SUB	1	6		Geschirr; gut-	gutes Geschirr			n			
889	7	SUB	1	6		Wäsche; gut-	gute Wäsche						
890	7	SUB	1	6		Kaffee; gut-	guten Kaffee						
891	7	SUB	1	6		Bier; gut-	gutes Bier			n			
892	7	SUB	1	7		Briefpapier; schön-	schönes Briefpapier			n			
893	7	SUB	1	7		Tabak; amerikanisch-	amerikanischer Tabak						
894	7	SUB	1	7		Geschirr; kaputt-	kaputtes Geschirr			n			
895	7	SUB	1	7		Wein; französisch-	französischer Wein						
896	7	SUB	1	7		Wäsche; sauber-	saubere Wäsche						
897	7	SUB	1	7		Bier; deutsch-	deutsches Bier			n			
898	7	SUB	1	7		Frachtgut; wichtig-	wichtiges Frachtgut						
899	7	SUB	1	8		Wein; deutsch-	deutschen Wein						
900	7	SUB	1	8		Bier; amerikanisch-	amerikanisches Bier			n			
901	7	SUB	1	8		Tee; englisch-	englischen Tee						
902	7	SUB	1	8		Wäsche; neu-	neue Wäsche						
903	7	SUB	1	8		Frachtgut; wichtig-	wichtiges Frachtgut						
904	7	SUB	1	8		Tabak; gut-	guten Tabak						
905	7	SUB	1	8		Briefpapier; schön-	schönes Briefpapier			n			
906	7	SUB	1	9		Wein; französisch-	französischem Wein						
907	7	SUB	1	9		Frachtgut; wichtig-	wichtigem Frachtgut						
908	7	SUB	1	9		Bier; deutsch-	deutschem Bier			n			
909	7	SUB	1	9		Wäsche; neu-	neuer Wäsche						
910	7	SUB	1	9		Tabak; amerikanisch-	amerikanischem Tabak						
911	7	SUB	1	9		Geschirr; neu-	neuem Geschirr			n			
912	7	SUB	1	10		Möbel; schön- neu-	schöne neue Möbel						
913	7	SUB	1	10		Bilder; einig- berühmt-	einige berühmte Bilder			pl			
914	7	SUB	1	10		Stühle; viel- kaputt-	viele kaputte Stühle						
915	7	SUB	1	10		Schränke; alt- hoh-	alte hohe Schränke						
916	7	SUB	1	10		Teppiche; gut- klein-	gute kleine Teppiche						
917	7	SUB	1	10		Tische; groß- neu-	große neue Tische				Tische; gross- neu-	grosse neue Tische	
918	7	SUB	2	11		Parks; schön-	schöne Parks						
919	7	SUB	2	11		Straßen; sauber-	saubere Straßen				Strassen; sauber-	saubere Strassen	
920	7	SUB	2	11		Gärten; schön-	schöne Gärten						
921	7	SUB	2	11		Neubauten; groß-	große Neubauten				Neubauten; gross-	grosse Neubauten	
922	7	SUB	2	11		Vororte; schön-	schöne Vororte						
923	7	SUB	2	12		Parks; schön-	schönen Parks						
924	7	SUB	2	12		Straßen; sauber-	sauberen Straßen				Strassen; sauber-	sauberen Strassen	
925	7	SUB	2	12		Gärten; schön-	schönen Gärten						
926	7	SUB	2	12		Neubauten; groß-	große Neubauten				Neubauten; gross-	grosse Neubauten	
927	7	SUB	2	12		Vororte; schön-	schönen Vororte						
928	7	SUB	2	13		Bilder; schön-	schöne Bilder			pl			
929	7	SUB	2	13		Tische; groß-	große Tische				Tische; gross-	grosse Tische	
930	7	SUB	2	13		Sessel; neu-	neue Sessel						
931	7	SUB	2	13		Romane; gut-	gute Romane						
932	7	SUB	2	13		Möbel; alt-	alte Möbel						
933	7	SUB	2	14		Bilder; schön-	schönen Bilder			pl			
934	7	SUB	2	14		Tische; groß-	großen Tische				Tische; gross-	grossen Tische	
935	7	SUB	2	14		Sessel; neu-	neuen Sessel						
936	7	SUB	2	14		Romane; gut-	guten Romane						
937	7	SUB	2	14		Möbel; alt-	alten Möbel						
938	7	SUB	2	15		Bilder; schön-	schöne Bilder			pl			
939	7	SUB	2	15		Tische; groß-	große Tische				Tische; gross-	grosse Tische	
940	7	SUB	2	15		Sessel; neu-	neue Sessel						
941	7	SUB	2	15		Romane; gut-	gute Romane						
942	7	SUB	2	15		Möbel; alt-	alte Möbel						
943	7	SUB	2	16		Bücher; kein- gut-	keine guten Bücher			pl			
944	7	SUB	2	16		Möbel; viel- neu-	viele neue Möbel						
945	7	SUB	2	16		Fenster; kein- groß-	keine großen Fenster				Fenster; kein- gross-	keine grossen Fenster	
946	7	SUB	2	16		Teppiche; drei schön-	drei schöne Teppiche						
947	7	SUB	2	16		Zeitungen; einig- französisch-	einige französische Zeitungen						
